obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task web;Multi-object;;Alternate Succession[activity logged task, activity logged activity logged task web] | | |;Binary;set();set();Alternate Response;activity logged task;activity logged task web;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task web': 0.5719266533851624};0.5645007789134979;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task web;0.5651935581650053;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Web Demo)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task web;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_status;Multi-object;;Alternate Succession[activity logged task, activity logged status] | | |;Binary;set();set();Alternate Response;activity logged task;status;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'status': 0.6595102548599243};0.6082925796508789;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_status;0.6046061788286482;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Lead Status updated to: Archived', 'Lead Status updated to: Working', 'Lead Status updated to: New', 'Lead Status updated to: Nurturing', 'Lead Status updated to: Submitted'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_status;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task questionnaire;Multi-object;;Alternate Succession[activity logged task, activity logged activity logged task questionnaire] | | |;Binary;set();set();Alternate Response;activity logged task;activity logged task questionnaire;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task questionnaire': 0.5623742938041687};0.5597245991230011;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task questionnaire;0.5608949963535582;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Questionnaire)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task questionnaire;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity_Object_activity logged task social;Multi-object;;Alternate Succession[activity, activity status] | | |;Binary;set();set();Alternate Response;activity;activity logged task social;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity': 0.5555094480514526, 'activity logged task social': 0.5092136859893799};0.5323615670204163;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity_Object_activity logged task social;0.5362682674612318;['Activity logged: Task (POC)'];['Activity logged: Task (Social Connect)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity_Object_activity logged task social;9
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task demo_Object_activity logged task social;Multi-object;;Alternate Succession[activity logged task demo, activity logged task demo status] | | |;Binary;set();set();Alternate Response;activity logged task demo;activity logged task social;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task demo': 0.5107148885726929, 'activity logged task social': 0.5092136859893799};0.5099642872810364;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task demo_Object_activity logged task social;0.5161107156957899;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Social Connect)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task demo_Object_activity logged task social;62
47b92c2e-d6a5-43c2-85f9-fd3431e6bfd9_Object_approval process_Object_opportunity account;Multi-object;;Succession[approval process, opportunity account] | | |;Binary;set();set();Response;approval process;opportunity account;2;{1} occurs if and only if it is followed by {2};0.7458054721355438;0.9121877625584602;0.0;{'approval process': 0.6238682270050049, 'opportunity account': 0.5655301809310913};0.5946992039680481;47b92c2e-d6a5-43c2-85f9-fd3431e6bfd9_Object_approval process_Object_opportunity account;0.5638007121426719;['Quote Approval process started'];['Opportunity Account updated'];47b92c2e-d6a5-43c2-85f9-fd3431e6bfd9_Object_approval process_Object_opportunity account;3738
23bc1efa-075b-41cc-93d9-e1db5ba09b23_Object_opportunity account_Object_customer contact role;Multi-object;;Succession[opportunity account, customer contact role] | | |;Binary;set();set();Precedence;opportunity account;customer contact role;2;{1} occurs if and only if it is followed by {2};0.9346922636032104;0.8254070729017258;0.0;{'opportunity account': 0.5655301809310913, 'customer contact role': 0.5199834108352661};0.5427567958831787;23bc1efa-075b-41cc-93d9-e1db5ba09b23_Object_opportunity account_Object_customer contact role;0.5170525448662894;['Opportunity Account updated'];['Customer contact role added: Tenant Owner', 'Customer contact role added: Billing Contact', 'Customer contact role added: Decision Maker', 'Customer contact role added: Influencer', 'Customer contact role added: Procurement', 'Customer contact role added: Business User', 'Customer contact role added: Executive Sponsor', 'Customer contact role added: Professional Service contact', 'Customer contact role added: IT Security', 'Customer contact role added: Partner', 'Customer contact role added: Economic Buyer', 'Customer contact role added: Technical Buyer', 'Customer contact role added: Economic Decision Maker', 'Customer contact role added: Partner Enablement Contact', 'Customer contact role added: Legal'];23bc1efa-075b-41cc-93d9-e1db5ba09b23_Object_opportunity account_Object_customer contact role;4312
d982bcb0-b03d-4ed8-a39f-02a6230a929a_Object_bad data_Object_opportunity account;Multi-object;;Succession[bad data, opportunity account] | | |;Binary;set();set();Response;bad data;opportunity account;2;{1} occurs if and only if it is followed by {2};0.742878728856643;0.7890640237213423;0.0;{'bad data': 0.5567352771759033, 'opportunity account': 0.5919220447540283};0.5743286609649658;d982bcb0-b03d-4ed8-a39f-02a6230a929a_Object_bad data_Object_opportunity account;0.5454672234398978;['Lead Status updated to: Archive - Bad Data'];['Opportunity Account updated'];d982bcb0-b03d-4ed8-a39f-02a6230a929a_Object_bad data_Object_opportunity account;256
97d82ee3-04b0-4dd5-87d5-fc4c460f564d_Object_bad data_Object_opportunity account;Multi-object;;Alternate Succession[bad data, opportunity account] | | |;Binary;set();set();Alternate Precedence;bad data;opportunity account;2;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.742878728856643;0.819797649824371;0.0;{'bad data': 0.5567352771759033, 'opportunity account': 0.5919220447540283};0.5743286609649658;97d82ee3-04b0-4dd5-87d5-fc4c460f564d_Object_bad data_Object_opportunity account;0.5454672234398978;['Lead Status updated to: Archive - Bad Data'];['Opportunity Account updated'];97d82ee3-04b0-4dd5-87d5-fc4c460f564d_Object_bad data_Object_opportunity account;256
4de08038-487e-46bf-a8d5-394a42036303_Object_customer contact role_Object_email;Multi-object;;Succession[customer email role, email] | | |;Binary;set();set();Precedence;customer contact role;email;3;{1} occurs if and only if it is followed by {2};0.7808179210250576;0.7398798252766331;0.0;{'customer contact role': 0.5353862643241882, 'email': 0.6060053706169128};0.5706958174705505;4de08038-487e-46bf-a8d5-394a42036303_Object_customer contact role_Object_email;0.5564833785806383;['Customer contact role added: Tenant Owner', 'Customer contact role added: Billing Contact', 'Customer contact role added: Decision Maker', 'Customer contact role added: Influencer', 'Customer contact role added: Procurement', 'Customer contact role added: Business User', 'Customer contact role added: Executive Sponsor', 'Customer contact role added: Professional Service contact', 'Customer contact role added: IT Security', 'Customer contact role added: Partner', 'Customer contact role added: Economic Buyer', 'Customer contact role added: Technical Buyer', 'Customer contact role added: Economic Decision Maker', 'Customer contact role added: Partner Enablement Contact', 'Customer contact role added: Legal'];['Email sent'];4de08038-487e-46bf-a8d5-394a42036303_Object_customer contact role_Object_email;4115
a914513b-3769-464c-a877-ad14f7c82320_Object_customer contact role_Object_email;Multi-object;;Alternate Succession[customer email role, email] | | |;Binary;set();set();Alternate Precedence;customer contact role;email;3;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7669810228049755;0.8175953660160303;0.0;{'customer contact role': 0.5353862643241882, 'email': 0.6060053706169128};0.5706958174705505;a914513b-3769-464c-a877-ad14f7c82320_Object_customer contact role_Object_email;0.5564833785806383;['Customer contact role added: Tenant Owner', 'Customer contact role added: Billing Contact', 'Customer contact role added: Decision Maker', 'Customer contact role added: Influencer', 'Customer contact role added: Procurement', 'Customer contact role added: Business User', 'Customer contact role added: Executive Sponsor', 'Customer contact role added: Professional Service contact', 'Customer contact role added: IT Security', 'Customer contact role added: Partner', 'Customer contact role added: Economic Buyer', 'Customer contact role added: Technical Buyer', 'Customer contact role added: Economic Decision Maker', 'Customer contact role added: Partner Enablement Contact', 'Customer contact role added: Legal'];['Email sent'];a914513b-3769-464c-a877-ad14f7c82320_Object_customer contact role_Object_email;4115
aaf2065d-3b57-4282-bb4a-8d67015531c6_Object_opportunity account_Object_email;Multi-object;;Succession[opportunity account, email] | | |;Binary;set();set();Response;opportunity account;email;3;{1} occurs if and only if it is followed by {2};0.799145931052044;0.7035918036010116;0.0;{'opportunity account': 0.621472179889679, 'email': 0.6060053706169128};0.6137387752532959;aaf2065d-3b57-4282-bb4a-8d67015531c6_Object_opportunity account_Object_email;0.5952220405851092;['Opportunity Account updated'];['Email sent'];aaf2065d-3b57-4282-bb4a-8d67015531c6_Object_opportunity account_Object_email;4202
400114f2-112f-4eab-9b2c-7e1d46e7d3e0_Object_opportunity account_Object_email;Multi-object;;Alternate Succession[opportunity account, email] | | |;Binary;set();set();Alternate Precedence;opportunity account;email;3;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.6258923610051472;0.7632126088254154;0.0;{'opportunity account': 0.621472179889679, 'email': 0.6060053706169128};0.6137387752532959;400114f2-112f-4eab-9b2c-7e1d46e7d3e0_Object_opportunity account_Object_email;0.5952220405851092;['Opportunity Account updated'];['Email sent'];400114f2-112f-4eab-9b2c-7e1d46e7d3e0_Object_opportunity account_Object_email;4226
400114f2-112f-4eab-9b2c-7e1d46e7d3e0_Object_opportunity account_Object_customer contact role;Multi-object;;Alternate Succession[opportunity account, customer contact role] | | |;Binary;set();set();Alternate Precedence;opportunity account;customer contact role;3;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.6258923610051472;0.7632126088254154;0.0;{'opportunity account': 0.621472179889679, 'customer contact role': 0.5151159763336182};0.5682940781116486;400114f2-112f-4eab-9b2c-7e1d46e7d3e0_Object_opportunity account_Object_customer contact role;0.5543218131576265;['Opportunity Account updated'];['Customer contact role added: Tenant Owner', 'Customer contact role added: Billing Contact', 'Customer contact role added: Decision Maker', 'Customer contact role added: Influencer', 'Customer contact role added: Procurement', 'Customer contact role added: Business User', 'Customer contact role added: Executive Sponsor', 'Customer contact role added: Professional Service contact', 'Customer contact role added: IT Security', 'Customer contact role added: Partner', 'Customer contact role added: Economic Buyer', 'Customer contact role added: Technical Buyer', 'Customer contact role added: Economic Decision Maker', 'Customer contact role added: Partner Enablement Contact', 'Customer contact role added: Legal'];400114f2-112f-4eab-9b2c-7e1d46e7d3e0_Object_opportunity account_Object_customer contact role;4355
